candidate,office,district,party,county,votes
Gilbert Fountain,Governor,,Democrat,Alcorn,805
Elder E. McClendon,Governor,,Democrat,Alcorn,629
Ronnie Musgrove,Governor,,Democrat,Alcorn,6037
Katie Perrone,Governor,,Democrat,Alcorn,535
Catherine M. Starr,Governor,,Democrat,Alcorn,323
Gilbert Fountain,Governor,,Democrat,Amite,451
Elder E. McClendon,Governor,,Democrat,Amite,314
Ronnie Musgrove,Governor,,Democrat,Amite,3909
Katie Perrone,Governor,,Democrat,Amite,257
Catherine M. Starr,Governor,,Democrat,Amite,211
Gilbert Fountain,Governor,,Democrat,Attala,602
Elder E. McClendon,Governor,,Democrat,Attala,348
Ronnie Musgrove,Governor,,Democrat,Attala,4185
Katie Perrone,Governor,,Democrat,Attala,258
Catherine M. Starr,Governor,,Democrat,Attala,300
Gilbert Fountain,Governor,,Democrat,Benton,183
Elder E. McClendon,Governor,,Democrat,Benton,270
Ronnie Musgrove,Governor,,Democrat,Benton,3202
Katie Perrone,Governor,,Democrat,Benton,168
Catherine M. Starr,Governor,,Democrat,Benton,198
Gilbert Fountain,Governor,,Democrat,Bolivar,418
Elder E. McClendon,Governor,,Democrat,Bolivar,280
Ronnie Musgrove,Governor,,Democrat,Bolivar,6197
Katie Perrone,Governor,,Democrat,Bolivar,298
Catherine M. Starr,Governor,,Democrat,Bolivar,240
Gilbert Fountain,Governor,,Democrat,Calhoun,432
Elder E. McClendon,Governor,,Democrat,Calhoun,381
Ronnie Musgrove,Governor,,Democrat,Calhoun,3627
Katie Perrone,Governor,,Democrat,Calhoun,239
Catherine M. Starr,Governor,,Democrat,Calhoun,298
Gilbert Fountain,Governor,,Democrat,Carroll,627
Elder E. McClendon,Governor,,Democrat,Carroll,254
Ronnie Musgrove,Governor,,Democrat,Carroll,2661
Katie Perrone,Governor,,Democrat,Carroll,308
Catherine M. Starr,Governor,,Democrat,Carroll,304
Gilbert Fountain,Governor,,Democrat,Chickasaw,355
Elder E. McClendon,Governor,,Democrat,Chickasaw,427
Ronnie Musgrove,Governor,,Democrat,Chickasaw,5342
Katie Perrone,Governor,,Democrat,Chickasaw,284
Catherine M. Starr,Governor,,Democrat,Chickasaw,329
Gilbert Fountain,Governor,,Democrat,Choctaw,320
Elder E. McClendon,Governor,,Democrat,Choctaw,247
Ronnie Musgrove,Governor,,Democrat,Choctaw,1914
Katie Perrone,Governor,,Democrat,Choctaw,155
Catherine M. Starr,Governor,,Democrat,Choctaw,193
Gilbert Fountain,Governor,,Democrat,Claiborne,157
Elder E. McClendon,Governor,,Democrat,Claiborne,132
Ronnie Musgrove,Governor,,Democrat,Claiborne,2924
Katie Perrone,Governor,,Democrat,Claiborne,110
Catherine M. Starr,Governor,,Democrat,Claiborne,121
Gilbert Fountain,Governor,,Democrat,Clarke,329
Elder E. McClendon,Governor,,Democrat,Clarke,214
Ronnie Musgrove,Governor,,Democrat,Clarke,2724
Katie Perrone,Governor,,Democrat,Clarke,136
Catherine M. Starr,Governor,,Democrat,Clarke,209
Gilbert Fountain,Governor,,Democrat,Clay,509
Elder E. McClendon,Governor,,Democrat,Clay,542
Ronnie Musgrove,Governor,,Democrat,Clay,6534
Katie Perrone,Governor,,Democrat,Clay,306
Catherine M. Starr,Governor,,Democrat,Clay,419
Gilbert Fountain,Governor,,Democrat,Coahoma,350
Elder E. McClendon,Governor,,Democrat,Coahoma,259
Ronnie Musgrove,Governor,,Democrat,Coahoma,5360
Katie Perrone,Governor,,Democrat,Coahoma,314
Catherine M. Starr,Governor,,Democrat,Coahoma,202
Gilbert Fountain,Governor,,Democrat,Copiah,718
Elder E. McClendon,Governor,,Democrat,Copiah,493
Ronnie Musgrove,Governor,,Democrat,Copiah,5736
Katie Perrone,Governor,,Democrat,Copiah,437
Catherine M. Starr,Governor,,Democrat,Copiah,521
Gilbert Fountain,Governor,,Democrat,Covington,750
Elder E. McClendon,Governor,,Democrat,Covington,294
Ronnie Musgrove,Governor,,Democrat,Covington,4209
Katie Perrone,Governor,,Democrat,Covington,256
Catherine M. Starr,Governor,,Democrat,Covington,355
Gilbert Fountain,Governor,,Democrat,DeSoto,34
Elder E. McClendon,Governor,,Democrat,DeSoto,54
Ronnie Musgrove,Governor,,Democrat,DeSoto,1258
Katie Perrone,Governor,,Democrat,DeSoto,50
Catherine M. Starr,Governor,,Democrat,DeSoto,41
Gilbert Fountain,Governor,,Democrat,Forrest,259
Elder E. McClendon,Governor,,Democrat,Forrest,382
Ronnie Musgrove,Governor,,Democrat,Forrest,4752
Katie Perrone,Governor,,Democrat,Forrest,185
Catherine M. Starr,Governor,,Democrat,Forrest,234
Gilbert Fountain,Governor,,Democrat,Franklin,310
Elder E. McClendon,Governor,,Democrat,Franklin,241
Ronnie Musgrove,Governor,,Democrat,Franklin,2348
Katie Perrone,Governor,,Democrat,Franklin,186
Catherine M. Starr,Governor,,Democrat,Franklin,196
Gilbert Fountain,Governor,,Democrat,George,487
Elder E. McClendon,Governor,,Democrat,George,376
Ronnie Musgrove,Governor,,Democrat,George,4432
Katie Perrone,Governor,,Democrat,George,257
Catherine M. Starr,Governor,,Democrat,George,363
Gilbert Fountain,Governor,,Democrat,Greene,480
Elder E. McClendon,Governor,,Democrat,Greene,337
Ronnie Musgrove,Governor,,Democrat,Greene,3465
Katie Perrone,Governor,,Democrat,Greene,182
Catherine M. Starr,Governor,,Democrat,Greene,264
Gilbert Fountain,Governor,,Democrat,Grenada,528
Elder E. McClendon,Governor,,Democrat,Grenada,357
Ronnie Musgrove,Governor,,Democrat,Grenada,4063
Katie Perrone,Governor,,Democrat,Grenada,297
Catherine M. Starr,Governor,,Democrat,Grenada,369
Gilbert Fountain,Governor,,Democrat,Hancock,487
Elder E. McClendon,Governor,,Democrat,Hancock,354
Ronnie Musgrove,Governor,,Democrat,Hancock,5133
Katie Perrone,Governor,,Democrat,Hancock,587
Catherine M. Starr,Governor,,Democrat,Hancock,447
Gilbert Fountain,Governor,,Democrat,Harrison,515
Elder E. McClendon,Governor,,Democrat,Harrison,337
Ronnie Musgrove,Governor,,Democrat,Harrison,7032
Katie Perrone,Governor,,Democrat,Harrison,431
Catherine M. Starr,Governor,,Democrat,Harrison,359
Gilbert Fountain,Governor,,Democrat,Hinds,1259
Elder E. McClendon,Governor,,Democrat,Hinds,1206
Ronnie Musgrove,Governor,,Democrat,Hinds,28816
Katie Perrone,Governor,,Democrat,Hinds,697
Catherine M. Starr,Governor,,Democrat,Hinds,1068
Gilbert Fountain,Governor,,Democrat,Holmes,291
Elder E. McClendon,Governor,,Democrat,Holmes,221
Ronnie Musgrove,Governor,,Democrat,Holmes,4958
Katie Perrone,Governor,,Democrat,Holmes,152
Catherine M. Starr,Governor,,Democrat,Holmes,161
Gilbert Fountain,Governor,,Democrat,Humphreys,230
Elder E. McClendon,Governor,,Democrat,Humphreys,189
Ronnie Musgrove,Governor,,Democrat,Humphreys,3383
Katie Perrone,Governor,,Democrat,Humphreys,193
Catherine M. Starr,Governor,,Democrat,Humphreys,259
Gilbert Fountain,Governor,,Democrat,Issaquena,58
Elder E. McClendon,Governor,,Democrat,Issaquena,82
Ronnie Musgrove,Governor,,Democrat,Issaquena,674
Katie Perrone,Governor,,Democrat,Issaquena,48
Catherine M. Starr,Governor,,Democrat,Issaquena,48
Gilbert Fountain,Governor,,Democrat,Itawamba,665
Elder E. McClendon,Governor,,Democrat,Itawamba,658
Ronnie Musgrove,Governor,,Democrat,Itawamba,5888
Katie Perrone,Governor,,Democrat,Itawamba,416
Catherine M. Starr,Governor,,Democrat,Itawamba,491
Gilbert Fountain,Governor,,Democrat,Jackson,307
Elder E. McClendon,Governor,,Democrat,Jackson,218
Ronnie Musgrove,Governor,,Democrat,Jackson,5600
Katie Perrone,Governor,,Democrat,Jackson,212
Catherine M. Starr,Governor,,Democrat,Jackson,283
Gilbert Fountain,Governor,,Democrat,Jasper,736
Elder E. McClendon,Governor,,Democrat,Jasper,521
Ronnie Musgrove,Governor,,Democrat,Jasper,4307
Katie Perrone,Governor,,Democrat,Jasper,284
Catherine M. Starr,Governor,,Democrat,Jasper,317
Gilbert Fountain,Governor,,Democrat,Jefferson,107
Elder E. McClendon,Governor,,Democrat,Jefferson,138
Ronnie Musgrove,Governor,,Democrat,Jefferson,2988
Katie Perrone,Governor,,Democrat,Jefferson,156
Catherine M. Starr,Governor,,Democrat,Jefferson,110
Gilbert Fountain,Governor,,Democrat,Jefferson Davis,351
Elder E. McClendon,Governor,,Democrat,Jefferson Davis,244
Ronnie Musgrove,Governor,,Democrat,Jefferson Davis,3865
Katie Perrone,Governor,,Democrat,Jefferson Davis,202
Catherine M. Starr,Governor,,Democrat,Jefferson Davis,270
Gilbert Fountain,Governor,,Democrat,Jones,1858
Elder E. McClendon,Governor,,Democrat,Jones,759
Ronnie Musgrove,Governor,,Democrat,Jones,9741
Katie Perrone,Governor,,Democrat,Jones,849
Catherine M. Starr,Governor,,Democrat,Jones,995
Gilbert Fountain,Governor,,Democrat,Kemper,285
Elder E. McClendon,Governor,,Democrat,Kemper,162
Ronnie Musgrove,Governor,,Democrat,Kemper,2896
Katie Perrone,Governor,,Democrat,Kemper,214
Catherine M. Starr,Governor,,Democrat,Kemper,231
Gilbert Fountain,Governor,,Democrat,Lafayette,546
Elder E. McClendon,Governor,,Democrat,Lafayette,413
Ronnie Musgrove,Governor,,Democrat,Lafayette,5211
Katie Perrone,Governor,,Democrat,Lafayette,434
Catherine M. Starr,Governor,,Democrat,Lafayette,450
Gilbert Fountain,Governor,,Democrat,Lamar,141
Elder E. McClendon,Governor,,Democrat,Lamar,153
Ronnie Musgrove,Governor,,Democrat,Lamar,1916
Katie Perrone,Governor,,Democrat,Lamar,100
Catherine M. Starr,Governor,,Democrat,Lamar,147
Gilbert Fountain,Governor,,Democrat,Lauderdale,144
Elder E. McClendon,Governor,,Democrat,Lauderdale,135
Ronnie Musgrove,Governor,,Democrat,Lauderdale,3244
Katie Perrone,Governor,,Democrat,Lauderdale,97
Catherine M. Starr,Governor,,Democrat,Lauderdale,102
Gilbert Fountain,Governor,,Democrat,Lawrence,555
Elder E. McClendon,Governor,,Democrat,Lawrence,273
Ronnie Musgrove,Governor,,Democrat,Lawrence,3961
Katie Perrone,Governor,,Democrat,Lawrence,263
Catherine M. Starr,Governor,,Democrat,Lawrence,375
Gilbert Fountain,Governor,,Democrat,Leake,528
Elder E. McClendon,Governor,,Democrat,Leake,286
Ronnie Musgrove,Governor,,Democrat,Leake,3271
Katie Perrone,Governor,,Democrat,Leake,245
Catherine M. Starr,Governor,,Democrat,Leake,278
Gilbert Fountain,Governor,,Democrat,Lee,935
Elder E. McClendon,Governor,,Democrat,Lee,857
Ronnie Musgrove,Governor,,Democrat,Lee,10606
Katie Perrone,Governor,,Democrat,Lee,623
Catherine M. Starr,Governor,,Democrat,Lee,722
Gilbert Fountain,Governor,,Democrat,Leflore,176
Elder E. McClendon,Governor,,Democrat,Leflore,111
Ronnie Musgrove,Governor,,Democrat,Leflore,2481
Katie Perrone,Governor,,Democrat,Leflore,335
Catherine M. Starr,Governor,,Democrat,Leflore,99
Gilbert Fountain,Governor,,Democrat,Lincoln,1049
Elder E. McClendon,Governor,,Democrat,Lincoln,771
Ronnie Musgrove,Governor,,Democrat,Lincoln,6779
Katie Perrone,Governor,,Democrat,Lincoln,601
Catherine M. Starr,Governor,,Democrat,Lincoln,622
Gilbert Fountain,Governor,,Democrat,Lowndes,284
Elder E. McClendon,Governor,,Democrat,Lowndes,251
Ronnie Musgrove,Governor,,Democrat,Lowndes,5634
Katie Perrone,Governor,,Democrat,Lowndes,202
Catherine M. Starr,Governor,,Democrat,Lowndes,279
Gilbert Fountain,Governor,,Democrat,Madison,142
Elder E. McClendon,Governor,,Democrat,Madison,178
Ronnie Musgrove,Governor,,Democrat,Madison,6214
Katie Perrone,Governor,,Democrat,Madison,143
Catherine M. Starr,Governor,,Democrat,Madison,136
Gilbert Fountain,Governor,,Democrat,Marion,1081
Elder E. McClendon,Governor,,Democrat,Marion,455
Ronnie Musgrove,Governor,,Democrat,Marion,503
Katie Perrone,Governor,,Democrat,Marion,5240
Catherine M. Starr,Governor,,Democrat,Marion,568
Gilbert Fountain,Governor,,Democrat,Marshall,580
Elder E. McClendon,Governor,,Democrat,Marshall,649
Ronnie Musgrove,Governor,,Democrat,Marshall,6834
Katie Perrone,Governor,,Democrat,Marshall,283
Catherine M. Starr,Governor,,Democrat,Marshall,423
Gilbert Fountain,Governor,,Democrat,Monroe,865
Elder E. McClendon,Governor,,Democrat,Monroe,662
Ronnie Musgrove,Governor,,Democrat,Monroe,9164
Katie Perrone,Governor,,Democrat,Monroe,568
Catherine M. Starr,Governor,,Democrat,Monroe,635
Gilbert Fountain,Governor,,Democrat,Montgomery,195
Elder E. McClendon,Governor,,Democrat,Montgomery,159
Ronnie Musgrove,Governor,,Democrat,Montgomery,2179
Katie Perrone,Governor,,Democrat,Montgomery,148
Catherine M. Starr,Governor,,Democrat,Montgomery,161
Gilbert Fountain,Governor,,Democrat,Neshoba,762
Elder E. McClendon,Governor,,Democrat,Neshoba,295
Ronnie Musgrove,Governor,,Democrat,Neshoba,4586
Katie Perrone,Governor,,Democrat,Neshoba,329
Catherine M. Starr,Governor,,Democrat,Neshoba,434
Gilbert Fountain,Governor,,Democrat,Newton,664
Elder E. McClendon,Governor,,Democrat,Newton,269
Ronnie Musgrove,Governor,,Democrat,Newton,2882
Katie Perrone,Governor,,Democrat,Newton,218
Catherine M. Starr,Governor,,Democrat,Newton,272
Gilbert Fountain,Governor,,Democrat,Noxubee,213
Elder E. McClendon,Governor,,Democrat,Noxubee,176
Ronnie Musgrove,Governor,,Democrat,Noxubee,4345
Katie Perrone,Governor,,Democrat,Noxubee,169
Catherine M. Starr,Governor,,Democrat,Noxubee,169
Gilbert Fountain,Governor,,Democrat,Oktibbeha,349
Elder E. McClendon,Governor,,Democrat,Oktibbeha,245
Ronnie Musgrove,Governor,,Democrat,Oktibbeha,4491
Katie Perrone,Governor,,Democrat,Oktibbeha,187
Catherine M. Starr,Governor,,Democrat,Oktibbeha,310
Gilbert Fountain,Governor,,Democrat,Panola,543
Elder E. McClendon,Governor,,Democrat,Panola,527
Ronnie Musgrove,Governor,,Democrat,Panola,6317
Katie Perrone,Governor,,Democrat,Panola,363
Catherine M. Starr,Governor,,Democrat,Panola,380
Gilbert Fountain,Governor,,Democrat,Pearl River,295
Elder E. McClendon,Governor,,Democrat,Pearl River,228
Ronnie Musgrove,Governor,,Democrat,Pearl River,3279
Katie Perrone,Governor,,Democrat,Pearl River,277
Catherine M. Starr,Governor,,Democrat,Pearl River,262
Gilbert Fountain,Governor,,Democrat,Perry,450
Elder E. McClendon,Governor,,Democrat,Perry,302
Ronnie Musgrove,Governor,,Democrat,Perry,2594
Katie Perrone,Governor,,Democrat,Perry,155
Catherine M. Starr,Governor,,Democrat,Perry,288
Gilbert Fountain,Governor,,Democrat,Pike,733
Elder E. McClendon,Governor,,Democrat,Pike,481
Ronnie Musgrove,Governor,,Democrat,Pike,8716
Katie Perrone,Governor,,Democrat,Pike,415
Catherine M. Starr,Governor,,Democrat,Pike,402
Gilbert Fountain,Governor,,Democrat,Pontotoc,647
Elder E. McClendon,Governor,,Democrat,Pontotoc,767
Ronnie Musgrove,Governor,,Democrat,Pontotoc,5768
Katie Perrone,Governor,,Democrat,Pontotoc,369
Catherine M. Starr,Governor,,Democrat,Pontotoc,465
Gilbert Fountain,Governor,,Democrat,Prentiss,466
Elder E. McClendon,Governor,,Democrat,Prentiss,527
Ronnie Musgrove,Governor,,Democrat,Prentiss,6371
Katie Perrone,Governor,,Democrat,Prentiss,292
Catherine M. Starr,Governor,,Democrat,Prentiss,347
Gilbert Fountain,Governor,,Democrat,Quitman,178
Elder E. McClendon,Governor,,Democrat,Quitman,217
Ronnie Musgrove,Governor,,Democrat,Quitman,3327
Katie Perrone,Governor,,Democrat,Quitman,178
Catherine M. Starr,Governor,,Democrat,Quitman,220
Gilbert Fountain,Governor,,Democrat,Rankin,123
Elder E. McClendon,Governor,,Democrat,Rankin,126
Ronnie Musgrove,Governor,,Democrat,Rankin,3746
Katie Perrone,Governor,,Democrat,Rankin,99
Catherine M. Starr,Governor,,Democrat,Rankin,104
Gilbert Fountain,Governor,,Democrat,Scott,977
Elder E. McClendon,Governor,,Democrat,Scott,409
Ronnie Musgrove,Governor,,Democrat,Scott,5203
Katie Perrone,Governor,,Democrat,Scott,358
Catherine M. Starr,Governor,,Democrat,Scott,445
Gilbert Fountain,Governor,,Democrat,Sharkey,178
Elder E. McClendon,Governor,,Democrat,Sharkey,132
Ronnie Musgrove,Governor,,Democrat,Sharkey,1553
Katie Perrone,Governor,,Democrat,Sharkey,84
Catherine M. Starr,Governor,,Democrat,Sharkey,100
Gilbert Fountain,Governor,,Democrat,Simpson,593
Elder E. McClendon,Governor,,Democrat,Simpson,385
Ronnie Musgrove,Governor,,Democrat,Simpson,4075
Katie Perrone,Governor,,Democrat,Simpson,219
Catherine M. Starr,Governor,,Democrat,Simpson,323
Gilbert Fountain,Governor,,Democrat,Smith,856
Elder E. McClendon,Governor,,Democrat,Smith,530
Ronnie Musgrove,Governor,,Democrat,Smith,3773
Katie Perrone,Governor,,Democrat,Smith,364
Catherine M. Starr,Governor,,Democrat,Smith,461
Gilbert Fountain,Governor,,Democrat,Stone,460
Elder E. McClendon,Governor,,Democrat,Stone,274
Ronnie Musgrove,Governor,,Democrat,Stone,2847
Katie Perrone,Governor,,Democrat,Stone,256
Catherine M. Starr,Governor,,Democrat,Stone,273
Gilbert Fountain,Governor,,Democrat,Sunflower,369
Elder E. McClendon,Governor,,Democrat,Sunflower,351
Ronnie Musgrove,Governor,,Democrat,Sunflower,5622
Katie Perrone,Governor,,Democrat,Sunflower,277
Catherine M. Starr,Governor,,Democrat,Sunflower,316
Gilbert Fountain,Governor,,Democrat,Tallahatchie,599
Elder E. McClendon,Governor,,Democrat,Tallahatchie,345
Ronnie Musgrove,Governor,,Democrat,Tallahatchie,4090
Katie Perrone,Governor,,Democrat,Tallahatchie,281
Catherine M. Starr,Governor,,Democrat,Tallahatchie,290
Gilbert Fountain,Governor,,Democrat,Tate,300
Elder E. McClendon,Governor,,Democrat,Tate,333
Ronnie Musgrove,Governor,,Democrat,Tate,3607
Katie Perrone,Governor,,Democrat,Tate,258
Catherine M. Starr,Governor,,Democrat,Tate,305
Gilbert Fountain,Governor,,Democrat,Tippah,439
Elder E. McClendon,Governor,,Democrat,Tippah,573
Ronnie Musgrove,Governor,,Democrat,Tippah,6273
Katie Perrone,Governor,,Democrat,Tippah,400
Catherine M. Starr,Governor,,Democrat,Tippah,449
Gilbert Fountain,Governor,,Democrat,Tishomingo,657
Elder E. McClendon,Governor,,Democrat,Tishomingo,634
Ronnie Musgrove,Governor,,Democrat,Tishomingo,4852
Katie Perrone,Governor,,Democrat,Tishomingo,449
Catherine M. Starr,Governor,,Democrat,Tishomingo,519
Gilbert Fountain,Governor,,Democrat,Tunica,151
Elder E. McClendon,Governor,,Democrat,Tunica,173
Ronnie Musgrove,Governor,,Democrat,Tunica,1967
Katie Perrone,Governor,,Democrat,Tunica,129
Catherine M. Starr,Governor,,Democrat,Tunica,154
Gilbert Fountain,Governor,,Democrat,Union,480
Elder E. McClendon,Governor,,Democrat,Union,545
Ronnie Musgrove,Governor,,Democrat,Union,6095
Katie Perrone,Governor,,Democrat,Union,336
Catherine M. Starr,Governor,,Democrat,Union,404
Gilbert Fountain,Governor,,Democrat,Walthall,493
Elder E. McClendon,Governor,,Democrat,Walthall,369
Ronnie Musgrove,Governor,,Democrat,Walthall,4020
Katie Perrone,Governor,,Democrat,Walthall,280
Catherine M. Starr,Governor,,Democrat,Walthall,288
Gilbert Fountain,Governor,,Democrat,Warren,288
Elder E. McClendon,Governor,,Democrat,Warren,188
Ronnie Musgrove,Governor,,Democrat,Warren,4405
Katie Perrone,Governor,,Democrat,Warren,171
Catherine M. Starr,Governor,,Democrat,Warren,194
Gilbert Fountain,Governor,,Democrat,Washington,475
Elder E. McClendon,Governor,,Democrat,Washington,1392
Ronnie Musgrove,Governor,,Democrat,Washington,8640
Katie Perrone,Governor,,Democrat,Washington,329
Catherine M. Starr,Governor,,Democrat,Washington,594
Gilbert Fountain,Governor,,Democrat,Wayne,852
Elder E. McClendon,Governor,,Democrat,Wayne,461
Ronnie Musgrove,Governor,,Democrat,Wayne,5437
Katie Perrone,Governor,,Democrat,Wayne,371
Catherine M. Starr,Governor,,Democrat,Wayne,477
Gilbert Fountain,Governor,,Democrat,Webster,382
Elder E. McClendon,Governor,,Democrat,Webster,316
Ronnie Musgrove,Governor,,Democrat,Webster,2669
Katie Perrone,Governor,,Democrat,Webster,239
Catherine M. Starr,Governor,,Democrat,Webster,239
Gilbert Fountain,Governor,,Democrat,Wilkinson,229
Elder E. McClendon,Governor,,Democrat,Wilkinson,237
Ronnie Musgrove,Governor,,Democrat,Wilkinson,2983
Katie Perrone,Governor,,Democrat,Wilkinson,189
Catherine M. Starr,Governor,,Democrat,Wilkinson,246
Gilbert Fountain,Governor,,Democrat,Winston,749
Elder E. McClendon,Governor,,Democrat,Winston,381
Ronnie Musgrove,Governor,,Democrat,Winston,5371
Katie Perrone,Governor,,Democrat,Winston,389
Catherine M. Starr,Governor,,Democrat,Winston,420
Gilbert Fountain,Governor,,Democrat,Yalobusha,429
Elder E. McClendon,Governor,,Democrat,Yalobusha,398
Ronnie Musgrove,Governor,,Democrat,Yalobusha,3833
Katie Perrone,Governor,,Democrat,Yalobusha,329
Catherine M. Starr,Governor,,Democrat,Yalobusha,348
Gilbert Fountain,Governor,,Democrat,Yazoo,405
Elder E. McClendon,Governor,,Democrat,Yazoo,242
Ronnie Musgrove,Governor,,Democrat,Yazoo,2869
Katie Perrone,Governor,,Democrat,Yazoo,170
Catherine M. Starr,Governor,,Democrat,Yazoo,250
Catherine M. Starr,Governor,,Democrat,,26821
Elder E. McClendon,Governor,,Democrat,,30421
Gilbert Fountain,Governor,,Democrat,,39685
Katie Perrone,Governor,,Democrat,,28154
Ronnie Musgrove,Governor,,Democrat,,392264
George Dale,Insurance Commissioner,,Democrat,Adams,6999
George Dale,Insurance Commissioner,,Democrat,Alcorn,7234
George Dale,Insurance Commissioner,,Democrat,Amite,4348
George Dale,Insurance Commissioner,,Democrat,Attala,5404
George Dale,Insurance Commissioner,,Democrat,Benton,3050
George Dale,Insurance Commissioner,,Democrat,Bolivar,4601
George Dale,Insurance Commissioner,,Democrat,Calhoun,4836
George Dale,Insurance Commissioner,,Democrat,Carroll,
George Dale,Insurance Commissioner,,Democrat,Chickasaw,
George Dale,Insurance Commissioner,,Democrat,Choctaw,
George Dale,Insurance Commissioner,,Democrat,Claiborne,2760
George Dale,Insurance Commissioner,,Democrat,Clarke,3265
George Dale,Insurance Commissioner,,Democrat,Clay,7564
George Dale,Insurance Commissioner,,Democrat,Coahoma,
George Dale,Insurance Commissioner,,Democrat,Copiah,7432
George Dale,Insurance Commissioner,,Democrat,Covington,5190
George Dale,Insurance Commissioner,,Democrat,DeSoto,
George Dale,Insurance Commissioner,,Democrat,Forrest,5390
George Dale,Insurance Commissioner,,Democrat,Franklin,3117
George Dale,Insurance Commissioner,,Democrat,George,
George Dale,Insurance Commissioner,,Democrat,Greene,4398
George Dale,Insurance Commissioner,,Democrat,Grenada,5151
George Dale,Insurance Commissioner,,Democrat,Hancock,6254
George Dale,Insurance Commissioner,,Democrat,Harrison,
George Dale,Insurance Commissioner,,Democrat,Hinds,28093
George Dale,Insurance Commissioner,,Democrat,Holmes,
George Dale,Insurance Commissioner,,Democrat,Humphreys,
George Dale,Insurance Commissioner,,Democrat,Issaquena,714
George Dale,Insurance Commissioner,,Democrat,Itawamba,7791
George Dale,Insurance Commissioner,,Democrat,Jackson,5803
George Dale,Insurance Commissioner,,Democrat,Jasper,5634
George Dale,Insurance Commissioner,,Democrat,Jefferson,2926
George Dale,Insurance Commissioner,,Democrat,Jefferson Davis,
George Dale,Insurance Commissioner,,Democrat,Jones,13911
George Dale,Insurance Commissioner,,Democrat,Kemper,
George Dale,Insurance Commissioner,,Democrat,Lafayette,6437
George Dale,Insurance Commissioner,,Democrat,Lamar,2182
George Dale,Insurance Commissioner,,Democrat,Lauderdale,3049
George Dale,Insurance Commissioner,,Democrat,Lawrence,
George Dale,Insurance Commissioner,,Democrat,Leake,4085
George Dale,Insurance Commissioner,,Democrat,Lee,12684
George Dale,Insurance Commissioner,,Democrat,Leflore,2050
George Dale,Insurance Commissioner,,Democrat,Lincoln,9276
George Dale,Insurance Commissioner,,Democrat,Lowndes,
George Dale,Insurance Commissioner,,Democrat,Madison,5256
George Dale,Insurance Commissioner,,Democrat,Marion,7708
George Dale,Insurance Commissioner,,Democrat,Marshall,7022
George Dale,Insurance Commissioner,,Democrat,Monroe,
George Dale,Insurance Commissioner,,Democrat,Montgomery,
George Dale,Insurance Commissioner,,Democrat,Neshoba,6444
George Dale,Insurance Commissioner,,Democrat,Newton,
George Dale,Insurance Commissioner,,Democrat,Noxubee,
George Dale,Insurance Commissioner,,Democrat,Oktibbeha,4742
George Dale,Insurance Commissioner,,Democrat,Panola,6786
George Dale,Insurance Commissioner,,Democrat,Pearl River,3840
George Dale,Insurance Commissioner,,Democrat,Perry,3648
George Dale,Insurance Commissioner,,Democrat,Pike,
George Dale,Insurance Commissioner,,Democrat,Pontotoc,7526
George Dale,Insurance Commissioner,,Democrat,Prentiss,7098
George Dale,Insurance Commissioner,,Democrat,Quitman,
George Dale,Insurance Commissioner,,Democrat,Rankin,3754
George Dale,Insurance Commissioner,,Democrat,Scott,7157
George Dale,Insurance Commissioner,,Democrat,Sharkey,1714
George Dale,Insurance Commissioner,,Democrat,Simpson,
George Dale,Insurance Commissioner,,Democrat,Smith,
George Dale,Insurance Commissioner,,Democrat,Stone,3746
George Dale,Insurance Commissioner,,Democrat,Sunflower,
George Dale,Insurance Commissioner,,Democrat,Tallahatchie,
George Dale,Insurance Commissioner,,Democrat,Tate,
George Dale,Insurance Commissioner,,Democrat,Tippah,
George Dale,Insurance Commissioner,,Democrat,Tishomingo,6462
George Dale,Insurance Commissioner,,Democrat,Tunica,2006
George Dale,Insurance Commissioner,,Democrat,Union,7330
George Dale,Insurance Commissioner,,Democrat,Walthall,4877
George Dale,Insurance Commissioner,,Democrat,Warren,4721
George Dale,Insurance Commissioner,,Democrat,Washington,
George Dale,Insurance Commissioner,,Democrat,Wayne,7413
George Dale,Insurance Commissioner,,Democrat,Webster,
George Dale,Insurance Commissioner,,Democrat,Wilkinson,2969
George Dale,Insurance Commissioner,,Democrat,Winston,7000
George Dale,Insurance Commissioner,,Democrat,Yalobusha,
George Dale,Insurance Commissioner,,Democrat,Yazoo,
George Dale,Insurance Commissioner,,Democrat,,310847
Barbara Blackmon,Lieutenant Governor,,Democrat,Adams,5886
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Adams,965
Jim Roberts,Lieutenant Governor,,Democrat,Adams,1903
Barbara Blackmon,Lieutenant Governor,,Democrat,Alcorn,2509
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Alcorn,1038
Jim Roberts,Lieutenant Governor,,Democrat,Alcorn,4691
Barbara Blackmon,Lieutenant Governor,,Democrat,Amite,2513
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Amite,559
Jim Roberts,Lieutenant Governor,,Democrat,Amite,2051
Barbara Blackmon,Lieutenant Governor,,Democrat,Attala,3004
"Troy D. Brown, Sr.",Lieutenant Governor,,Democrat,Attala,438
Jim Roberts,Lieutenant Governor,,Democrat,Attala,2496
Barbara Blackmon,Lieutenant Governor,,Democrat,Benton,1579
